strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	clade_membership	sra_accessions	abbr_authors	authors	institution
MN072863	MN072863	MN072863.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN072862	MN072862	MN072862.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN072861	MN072861	MN072861.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN072860	MN072860	MN072860.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN072859	MN072859	MN072859.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN072858	MN072858	MN072858.1	2005-XX-XX	Asia	China			1500	Culex tritaeniorhynchus	2021-05-10	2021-05-10			Shao et al	Shao,N.,Fu,S.,Li,F.,Zhang,W.,Wang,Q.,Lei,W.,Cao,Y.,Liang,G.,Wang,H.	National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Department of Viral Encephalitis, NHC Key Laboratory of Biosafety
MN029019	MN029019	MN029019.1	2018-XX-XX	Asia	India	Manipur		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029018	MN029018	MN029018.1	2018-XX-XX	Asia	India	Manipur		393	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029017	MN029017	MN029017.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029016	MN029016	MN029016.1	2018-XX-XX	Asia	India	Manipur		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029015	MN029015	MN029015.1	2018-XX-XX	Asia	India	Manipur		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029014	MN029014	MN029014.1	2018-XX-XX	Asia	India	Manipur		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN029013	MN029013	MN029013.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN010529	MN010529	MN010529.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN010528	MN010528	MN010528.1	2018-XX-XX	Asia	India	Manipur		387	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN010527	MN010527	MN010527.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MN010526	MN010526	MN010526.1	2018-XX-XX	Asia	India	Manipur		375	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK975824	MK975824	MK975824.1	2018-XX-XX	Asia	India	Manipur		363	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK975823	MK975823	MK975823.1	2018-XX-XX	Asia	India	Manipur		363	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK975822	MK975822	MK975822.1	2018-XX-XX	Asia	India	Manipur		364	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK975821	MK975821	MK975821.1	2018-XX-XX	Asia	India	Manipur		363	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK962310	MK962310	MK962310.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK962309	MK962309	MK962309.1	2018-XX-XX	Asia	India	Manipur		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK952776	MK952776	MK952776.1	2018-XX-XX	Asia	India	Manipur		363	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK952775	MK952775	MK952775.1	2018-XX-XX	Asia	India	Manipur		379	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources and Sustainable Development, Department of Microbiology
MK940905	MK940905	MK940905.1	2019-XX-XX	Asia	India	Odisha		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Life Sciences, Department of Infectious Disease
MK940904	MK940904	MK940904.1	2019-XX-XX	Asia	India	Odisha		391	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Life Sciences, Department of Infectious Disease
MK940903	MK940903	MK940903.1	2019-XX-XX	Asia	India	Odisha		392	Sus scrofa	2020-05-02	2020-05-02			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Life Sciences, Department of Infectious Disease
MK692894	MK692894	MK692894.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692893	MK692893	MK692893.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692892	MK692892	MK692892.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692891	MK692891	MK692891.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692890	MK692890	MK692890.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692889	MK692889	MK692889.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK692888	MK692888	MK692888.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK682387	MK682387	MK682387.1	2018-07-20	Asia	India			390	Sus scrofa	2019-04-24	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.,Rajkhoa,U.,Buragohain,L.	College of Veterinary Science, Assam Agricultural University, Animal Biotechnology
MK585066	MK585066	MK585066.1	2016-03-06	Asia	China			10977	Mus musculus	2019-06-16	2019-06-16	3		Li et al	Li,G.,Jin,H.,Nie,X.,Zhao,Y.,Feng,N.,Cao,Z.,Tan,S.,Zhang,B.,Gai,W.,Yan,F.,Li,L.,Zhang,Y.,Li,N.,Gao,Y.,Yang,S.,Xia,X.,Wang,H.	Chinese Academy of Agricultural Sciences, Changchun Veterinary Research Institute
MK571539	MK571539	MK571539.1	2018-XX-XX	Asia	India	Manipur		304	Sus scrofa	2020-06-30	2020-06-30			Singh et al	Singh,L.M.,Devi,S.I.,Sharma,K.C.,Sahoo,D.	Institute Of Bioresources and Sustainable Development, Department of Microbiology
MK558811	MK558811	MK558811.1	2014-07-03	Asia	China			10960	Culex tritaeniorhynchus	2020-03-31	2020-03-31	1		Sun et al	Sun,Y.,Yan,J.	Zhejiang Provincial Center for Disease Control and Prevention, Department of Microbiology
MK541529	MK541529	MK541529.1	2015-11-17	Asia	South Korea			10302	Homo sapiens	2019-12-31	2019-12-31	5		Woo et al	Woo,J.-H.,Jeong,Y.E.,Jo,J.E.,Shim,S.-M.,Ryou,J.,Lee,W.J.,Lee,J.-Y.	National Research Institute of Health, Centers for Disease Control & Prevention, Division of Emerging Infectious Disease and Vector Research, Center for Infectious Disease Research
MK518053	MK518053	MK518053.1	2018-XX-XX	Asia	India	Manipur		391	Sus scrofa	2020-04-26	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Bioresources And Sustainable Development, Department of Microbiology
MK495877	MK495877	MK495877.1	2017-09-XX	Asia	South Korea			10964	Phocidae	2021-04-13	2021-04-13	1		Jung et al	Jung,J.Y.,Kim,H.J.,Lee,K.,Choi,J.G.,Kim,Y.H.,Lee,K.K.,Kim,Y.D.,So,B.,Kang,H.E.,Choi,E.J.,Lee,J.H.	Animal and Plant Quarantine Agency, Foreign Animal Disease Division
MK491507	MK491507	MK491507.1	2017-XX-XX	Asia	India	Odisha		392	Sus scrofa	2020-04-26	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Life Sciences, Department of Infectious Disease
MK421340	MK421340	MK421340.1	2018-XX-XX	Asia	India	Odisha		392	Sus scrofa	2020-04-26	2020-04-26			Datey et al	Datey,A.,Singh,L.M.,Rajkhowa,U.,Prusty,B.K.,Saswat,T.,Mamidi,P.,Barkalita,L.M.,Dutta,R.,Sharma,K.C.,Sahoo,D.,Borah,P.,Devi,S.I.,Chattopadhyay,S.	Institute of Life Sciences, Department of Infectious Disease
MK095916	MK095916	MK095916.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095915	MK095915	MK095915.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095914	MK095914	MK095914.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095913	MK095913	MK095913.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095912	MK095912	MK095912.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095911	MK095911	MK095911.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095910	MK095910	MK095910.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095909	MK095909	MK095909.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095908	MK095908	MK095908.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095907	MK095907	MK095907.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095906	MK095906	MK095906.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095905	MK095905	MK095905.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095904	MK095904	MK095904.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095903	MK095903	MK095903.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095902	MK095902	MK095902.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095901	MK095901	MK095901.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095900	MK095900	MK095900.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095899	MK095899	MK095899.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095898	MK095898	MK095898.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095897	MK095897	MK095897.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095896	MK095896	MK095896.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095895	MK095895	MK095895.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095894	MK095894	MK095894.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
MK095893	MK095893	MK095893.1	2018-06-30	Asia	China	Zhejiang		1500	Culex tritaeniorhynchus	2019-09-30	2019-09-30			Yan et al	Yan,J.-Y.,Deng,X.,Sun,Y.,Mao,H.-Y.,Zhang,Y.-J.,He,H.-Q.,Xie,S.-Y.	Center for Disease Control and Prevention of Zhejiang, Virus Institute
